College Name,Subject,Topics Covered,College,Subject Code,Subject Name,Cluster
Chaitanya Bharathi Institute of Technology,,"Evolution and Emergence of Web Services - Evolution of distributed computing, Core distributed computing technologies client/server, CORBA, JAVA RMI, Microsoft DCOM, MOM, Challenges in Distributed Computing, role of J2EE and XML in distributed computing, emergence of Web Services and Service Oriented Architecture (SOA). Introduction to Web Services The definition of web services, basic operational model of web services, tools and technologies enabling web services, benefits and challenges of using web services. , Web Services Architecture Web services Architecture and its characteristics, core building blocks of web services, standards and technologies available for implementing web services, web services communication, basic steps of implementing web services. Describing Web Services WSDL introduction, nonfunctional service description, WSDL1.1 Vs WSDL 2.0, WSDL document, WSDL elements, WSDL binding, WSDL tools, WSDL port type, limitations of WSDL. , Brief Over View of XML XML Document structure, XML namespaces, Defining structure in XML documents, Reuse of XML schemes, Document navigation and transformation. SOAP: Simple Object Access Protocol, Inter-application communication and wire protocols, SOAP as a messaging protocol, Structure of a SOAP message, SOAP envelope, Encoding, Service Oriented Architectures, SOA revisited, Service roles in a SOA, Reliable messaging, The enterprise Service Bus, SOA Development Lifecycle, SOAP HTTP binding, SOAP communication model, Error handling in SOAP. , Registering and Discovering Services: The role of service registries, Service discovery, Universal Description, Discovery, and Integration, UDDI Architecture, UDDI Data Model, Interfaces, UDDI Implementation, UDDI with WSDL, UDDI specification, Service Addressing and Notification, Referencing and addressing Web Services, Web Services Notification. , SOA and web services security considerations, Network-level security mechanisms, Application-level security topologies, XML security standards, Semantics and Web Services, The semantic interoperability problem, The role of metadata, Service metadata, Overview of .NET and J2EE, SOA and Web Service Management, Managing Distributed System, Enterprise management Framework, Standard distributed management frameworks, Web service management, Richer schema languages, WS Metadata Exchange",cbit_cleaned_proper,22ITE05,SERVICE ORIENTED ARCHITECTURE,3
Chaitanya Bharathi Institute of Technology,,"Project Evaluation and Project Planning: Importance of Software Project Management, Activities covered by software project management Some ways of categorizing software projects Setting objectives Management Principles Management Control Project portfolio Management Cost-benefit evaluation techniques Risk evaluation Strategic program Management Stepwise Project Planning. , Project Life Cycle and Effort Estimation: Software process and Process Models Choice of Process models - Rapid Application development Agile methods Dynamic System Development Method Extreme Programming Managing interactive processes Basics of Software estimation Effort and Cost estimation techniques COSMIC Full function points - COCOMO II - a Parametric Productivity Model. , Activity Planning and Risk Management: Objectives of Activity planning Project schedules Projects and activities Sequencing and scheduling activities Network Planning models Formulating Network Model Forward Pass & Backward Pass techniques identifying the critical path, Risk Management-Risk identification Risk Assessment Risk Planning Risk Management Applying the PERT technique Gantt Charts, Monte Carlo simulation Resource Allocation Creating critical Paths Cost schedules. , Project Monitoring and control: Framework for Management and control Collection of data Visualizing progress Cost monitoring Earned Value Analysis Prioritizing Monitoring Project tracking Change control , Software Project Management Tools: CASE Tools-MS-Project ,Managing contracts Types of contract, Stages in contract Placement, Contract Management. , Staffing in Software Projects: Managing people Organizational behavior a background, Best methods of staff selection Motivation The Oldham Hackman job characteristic model Stress Health and Safety Some ethical and professional concerns Working in teams Decision making Organizational structures Dispersed and Virtual teams Communications genres Communication plans Leadership.",cbit_cleaned_proper,22ITE06,SOFTWARE PROJECT MANAGEMENT,2
Chaitanya Bharathi Institute of Technology,,"Introduction to Information Retrieval Systems: Definition of Information Retrieval System, Objectives of Information Retrieval Systems, Functional Overview, Relationship to Database Management Systems, Digital Libraries and Data Warehouses. Boolean Retrieval: An example information, Building an inverted index, processing Boolean queries, the extended Boolean model versus ranked retrieval. The term vocabulary and postings lists: Document delineation and character sequence decoding, determining the vocabulary of terms, Faster postings list intersection via skip pointers, Positional postings, and Phrase queries. Dictionaries and tolerant retrieval: Search structures for dictionaries, Wildcard queries, spelling correction. , Index construction: Hardware basics, blocked sort-based indexing, Single-pass in memory indexing, Distributed indexing, Dynamic indexing, Other types of indexes. Index compression: Statistical properties of terms in information retrieval, Dictionary compression, Postings file compression. Cataloging and Indexing: History and Objectives of Indexing, Indexing Process, Automatic Indexing, Information Extraction. Scoring, term weighting and the vector space model: Parametric and zone indexes, Term frequency and weighting, the vector space model for scoring, and Variant tf-id functions , Evaluation in information retrieval: Information retrieval system evaluation, Standard test collections, Evaluation of unranked retrieval sets, Evaluation of ranked retrieval results, Assessing relevance. Relevance feedback and query expansion: Relevance feedback and pseudo relevance feedback, Global methods for query reformulation. Probabilistic information retrieval: Basic probability theory, The Probability Ranking Principle, The Binary Independence Model. Language models for information retrieval: Language models, The query likelihood , Text classification and Naive Bayes: The text classification problem, Naive Bayes text classification, The Bernoulli model, Properties of Naive Bayes, and Feature selection. Vector space classification: Document representations and measures of relatedness in vector spaces, Rocchio classification, k- nearest neighbor, Linear versus nonlinear classifiers. Flat clustering: Clustering in information retrieval, Problem statement, Evaluation of clustering, k-means. Hierarchical clustering: Hierarchical agglomerative clustering, Single-link and complete-link clustering, Group-average agglomerative clustering, Centroid clustering, Divisive clustering. , Matrix decompositions and Latent semantic indexing: Linear algebra review, Term-document matrices and singular value decompositions, Low-rank approximations, Latent semantic indexing. Web search basics: Background and history, Web characteristics, Advertising as the economic model, The search user experience, Index size and estimation, Near-duplicates and shingling. Web crawling and Indexes: Overview, Crawling, Distributing indexes, Connectivity servers. Link analysis: The Web as a graph, Page Rank, Hubs and Authorities",cbit_cleaned_proper,22ADE34,INFORMATION RETRIEVAL SYSTEMS,4
Chaitanya Bharathi Institute of Technology,,"Cyber security: Definition, Principles. Cyber security challenges: old techniques and broader results, the shift in the threat landscape. Cybercrime: Definition and Origins of the word. Cyber offenses: Categories of Cybercrime. Tools and Methods Used in Cybercrime: Introduction, Proxy servers and Anonymizers, Phishing, Password Cracking, Key loggers and Spywares, Virus and Worms, Trojan Horses and Backdoors, Steganography, DoS and DDos Attacks, SQL Injection, Buffer Overflow. Understanding the Cyber security Kill Chain: External reconnaissance, Access, and privilege escalation. Authentication, Authorization, and Accountability (AAA): Access control, Identity management, user authentication, and technical aspects of accountability. , Software Security: Categories of Vulnerabilities, Prevention and Detection of Vulnerabilities, Mitigating Exploitation of Vulnerabilities. Security in the Design of Operating Systems: Simplicity of Design Layered Design Kernelized Design Reference Monitor Correctness and Completeness Secure Design Principles Trusted Systems Trusted System Functions. , Web and Mobile Security: Fundamental Concepts and Approaches, Sandboxing, Client-Side and Server-Side Vulnerabilities and Mitigations. Cybercrime: Mobile and Wireless Devices: Proliferation of Mobile and Wireless Devices, Trends in Mobility, Credit Card Frauds in Mobile and Wireless Computing Era, Security challenges posed by mobile devices, registry settings for mobile devices, Authentication Service Security, Attacks on Mobile phones. , Database Security: Security Requirements of Databases, Reliability, and Integrity, Database Disclosure. Cloud Computing Security: Introduction to Cloud Computing, Service and Deployment Models, Risk Analysis, Cloud as a Security Control, Cloud Security Tools and Techniques, Cloud Identity Management, Securing IaaS. , Threat Intelligence: Introduction, Open-Source Tools, Microsoft Threat Intelligence, Leveraging Threat Intelligence to Investigate Suspicious Activity. Investigating an Incident: Investigating an Incident, Scoping the issue, Key artifacts, investigating a compromised system on-premises, Investigating a compromised system in a hybrid cloud. Recovery Process: Disaster recovery planning process, challenges. Cyber-Physical Systems (CPS): Characteristics, Risks, Security and Privacy Concerns.",cbit_cleaned_proper,22CIE55,CYBER SECURITY,3
Chaitanya Bharathi Institute of Technology,,"es for healthcare professionals. 5. Understand the design principles that guide the creation of immersive experiences, from 3D modelling to user interface design.",cbit_cleaned_proper,22CIE15,EXTENDED REALITY,2
Chaitanya Bharathi Institute of Technology,,"Introduction to Big Data: Introduction, Big Data Enabling Technologies, Hadoop Stack for Big Data The Hadoop Distributed Files system: Overview, The Design of HDFS, HDFS Concepts, The Command-Line Interface, Hadoop File systems. MapReduce: Overview, Developing a MapReduce Application, How MapReduce works, MapReduce Types and Formats, MapReduce Features, MapReduce Examples. , Pig: Generating Examples, Comparison with Databases, Pig Latin, User-Defined Functions, Data Processing Operators, Pig in Practice. Hive: Comparison with Traditional Databases, HiveQL, Tables, Querying Data, User-Defined Functions, Writing a User Defined Functions, Writing a User Defined Aggregate Function. , Parallel programming with Spark: Overview of Spark, Fundamentals of Scala and functional programming, Spark concepts - Resilient Distributed Datasets (RDD), creating RDDs, Basic Transformations, Basic Actions, Word Count example; Spark operations, Job execution, Spark Applications Cluster computing with working sets. Spark SQL: What is SQL, Big Data and SQL Spark SQL, Creating DataFrames, Dataframes Operations, How to Run Spark SQL Queries, Tables, Views, Databases, Select Statements. , Machine Learning with Spark: Designing a Machine Learning System, Obtaining, Processing and Preparing Data with Spark, Building a Recommendation Engine with Spark, Building a Classification Model with Spark, Building a Regression Model with Spark and Building a Clustering Model with Spark. Spark GraphX & Graph Analytics: GraphX Introduction, Graphs in Machine Learning Landscape, Graph- structured data, PageRank, Graph Analytics Property Graphs, Graph Operators, Distributed Graphs, GraphX Unified Analytics; Case Study: Flight Data Analysis using Spark GraphX , Streaming: Introduction to Stream Processing, Batch processing vs. stream processing, Spark structured streaming API, use case using Spark streaming Apache Kafka Fundamentals: Architecture, Brokers, Topics, Partitions, Producers, Consumers, Kafka Connect and Kafka Streams Advanced Kafka Features: Exactly-Once Semantics, Kafka Transactions, Tiered Storage, Integrating Kafka with Apache Spark and Apache Flink, Integrating Kafka with Spark Streaming, Real-time Analytics Use Cases with Kafka - such as Fraud Detection, Clickstream Analysis, Real-time Monitoring",cbit_cleaned_proper,22ADC12,BIG DATA ANALYTICS,4
Chaitanya Bharathi Institute of Technology,,"Embedded Computing: Introduction, Embedded System Design Process, Challenges and Characteristics of Embedded Systems, Applications of Embedded Systems: The 8051 Architecture Introduction, 8051 Micro controller Hardware. , Data Transfer and Logical Instructions, Arithmetic Operations, Decimal Arithmetic, Jump and Call Instructions. Applications of 8051: Keyboards, Display devices and ADC & DAC. Introduction: Introduction to Internet of Things- Definitions & Characteristics of IoT, Physical Design of IoT- Things in IoT, IoT Protocols, Logical Design of IoT- IoT Functional Blocks, IoT Communication Models, IoT Communication APIs. , IoT Enabling Technologies-Wireless Sensor Networks, Cloud Computing, Big Data Analytics, Communication. Embedded Systems, IoT Levels & Deployment Templates. IoT Platforms Design Methodology: Introduction, Steps-Purpose and Requirements Specification, Process Specification, Domain Model Specification, Information Model Specification, Service Specifications, IoT Level Specification, Functional View Specification, Operational View Specification, Device and Component Integration, Application Development, Case Study on IoT System for Weather Monitoring. , IoT Physical Devices and End Points: Raspberry Pi About the board, Raspberry Pi interfaces-Serial, SPI, I2C, Sensors and Actuators. Python Web Application Framework: Django Framework-Roles of Model, Template and View. Domain Specific IoTs: Various types of IoT Applications in Home Automation- smart lighting, Smart appliance, smoke and gas detectors, Cities, Environment, Energy, Retail, Logistics Agriculture, Industry, Health & Life Style-Wearable Electronics. , IoT and M2M Introduction, M2M, Differences between IoT and M2M, Software Defined Networking, Network Function Virtualization. Industrial IoT: Introduction to Industrial IoT, IIoT Architecture, IIoT Communication Protocols, Industry 4.0 Globalization and Emerging Issues, Security and Fog Computing. Case studies: Manufacturing Industry, Automotive Industry, Mining Industry.",cbit_cleaned_proper,22ITC13,EMBEDDED SYSTEMS AND INTERNET OF THINGS,3
Chaitanya Bharathi Institute of Technology,,"Neural Networks: History of Deep Learning, Deep Learning Success Stories, McCulloch Pitts Neuron, Thresholding Logic, Perceptrons, Perceptron Learning Algorithm Multilayer Perceptrons (MLPs), Representation Power of MLPs, Sigmoid Neurons, Gradient Descent. , Back propagation, Gradient Descent (GD), Momentum Based GD, Nesterov Accelerated GD, Stochastic GD, AdaGrad, RMSProp, Adam. Regularization: Bias Variance Tradeoff, L2 regularization, early stopping, Dataset augmentation, Parameter sharing and tying, Injecting noise at input, Ensemble methods, Dropout. , Convolutional Neural Network: The Convolution Operation, Motivation, Pooling, Convolution and Pooling as an Infinitely Strong Prior, Variants of the Basic Convolution Function, Structured Outputs, Data Types. Pre-trained models: LeNet, AlexNet, ZF-Net, VGGNet, GoogLeNet, ResNet. Visualizing Convolutional Neural Networks, Guided Backpropagation, Deep Dream, Deep Art, Fooling Convolutional Neural Networks. , Auto encoders: relation to PCA, Regularization in auto encoders, Denoising auto encoders, sparse auto encoders, Contractive auto encoders. Recurrent Neural Networks: Vanishing and Exploding Gradients, GRU, LSTMs. Encoder Decoder Models, Attention Mechanism. , Transformers: ViT and BERT models. Generative Adversarial Networks (GANs): Introduction, Discriminator, Generator, Activation, Common Activation functions for GANs. Recent Trends: Zero-shot, One-shot, Few-shot Learning; Self-supervised Learning.",cbit_cleaned_proper,22CAC04,DEEP LEARNING,4
Chaitanya Bharathi Institute of Technology,,"Introduction to compilers: Structure of a compiler, Phases of a compiler, grouping of phases, compiler writing tools - bootstrapping, data structures. Lexical Analysis: The role of Lexical Analyzer, Input Buffering, Specification of Tokens using Regular Expressions, Review of Finite Automata, Recognition of Tokens, Design of Lexical Analyzer Generator (lex, flex). , Syntax Analysis: Top-Down Parsing: Recursive Descent parsing, Predictive parsing, LL (1) Grammars. Bottom-Up Parsing: Shift Reduce parsing, Operator precedence parsing (Concepts only). LR parsing: Constructing SLR parsing tables, Constructing Canonical LR parsing tables and Constructing LALR parsing tables. Parser generator (YACC, BISON). , Syntax directed translation: Syntax directed definitions, Bottom- up evaluation of S-attributed definitions, L- attributed definitions, Top-down translation, Bottom-up evaluation of inherited attributes. Type Checking: Type systems, Specification of a simple type checker, overview of Symbol Table. Runtime Time Environments: Storage Organizations Stack Heap organizations. , Intermediate Code Generation (ICG): Intermediate languages, Graphical representations, Three Address code, Quadruples, Triples. Code Optimization: Principal sources of optimization, Optimization of Basic blocks. , Code generation: Issues in the design of a code generator. The target machine, Basic Blocks and Flow Graphs, a simple code generator, Peephole optimization. Machine independent optimization: Data Flow Analysis, Constant Propagation, Live Variable Analysis, Loops. Error recovery in various phases. Advanced topics: Review of Compiler Structure, Advanced elementary topics, Structure of optimizing compilers.",cbit_cleaned_proper,22CSC24,COMPILER DESIGN,1
Chaitanya Bharathi Institute of Technology,,"Introduction: The Foundation of AI, The History of AI, The State of art . Intelligent agents: Agent and Environments, Good Behavior, Nature of Environments, Structure of Agents , Search Algorithms: State space representation, Search graph and Search tree. Random search, Search with closed and open list, Depth first and Breadth first search. Heuristic search, Best first search. A* algorithm, problem reduction, constraint satisfaction, Game Search, minmax algorithm, alpha beta pruning, constraint satisfaction problems. , Knowledge & Reasoning: Knowledge-Based Logic Agents, Logic, First-Order Logic, Syntax-Semantics in FOL, Simple usage, Inference Procedure, Inference in FOL, Reduction, Inference Rules, Forward Chaining, Backward Chaining, Resolution. , Probabilistic Reasoning: Representing knowledge in an Uncertain Domain, The semantics of Bayesian networks, efficient representation of conditional distribution, Inference in Bayesian Networks, Inference in Temporal Models, Hidden Markov models. Markov Decision Process: MDP formulation, utility theory, utility functions, value iteration, policy iteration and partially observable MDPs. , Reinforcement Learning: Introduction, Passive reinforcement learning, Active Reinforcement Learning, Generalization in reinforcement learning, adaptive dynamic programming, temporal difference learning, active reinforcement learning- Q learning.",cbit_cleaned_proper,22CAC15,ARTIFICIAL INTELLIGENCE,4
Chaitanya Bharathi Institute of Technology,,"Fundamental Concepts of Cloud Computing: Goals and Benefits, Risks and Challenges, Cloud Computing Service and Deployment Models: Public Cloud, Private Cloud, Hybrid Cloud, Community Cloud, Multi-Cloud , Cloud-Enabling Technology: Cloud Data Center Technology, Modern Virtualization, Multitenant Technology, Service Technology and Service APIs, Fundamental of Containerization, Containers, Container Images, Multi- Container Types. Cloud Infrastructure Mechanisms: Logical Network Perimeter, Virtual Server, Hypervisor, Cloud Storage Device, Cloud Usage Monitor, Resource Replication, Ready-Made Environment. , Specialized Cloud Mechanisms: Automated Scaling Listener, Load Balancer, SLA Monitor, Pay-Per-Use Monitor, Audit Monitor, Failover System, Resource Cluster, Multi-Device Broker, State Management Database Cloud Management Mechanisms: Remote Administration System, Resource Management System, SLA Management System, Billing Management System. , Cloud Computing Architectures: Workload Distribution Architecture, Elastic Resource Capacity Architecture, Multi Cloud Architecture, Hypervisor Clustering Architecture, Cloud Balancing Architecture Specialized Cloud Architectures: Edge Computing Architecture, Fog Computing Architecture, Metacloud Architecture, Federated Cloud Application Architecture. , Cloud Computing Security: Threat Agents, Common Threats, Cloud Security and Cyber security Access- Oriented Mechanisms: Cloud-Based Security Groups, Hardened Virtual Server Image, Identity and Access Management (IAM) System, Cloud Security and Cyber security Data-Oriented Mechanisms: Data Loss Prevention (DLP) System, Trusted Platform Module (TPM). Cloud Delivery Model Considerations: Case Study on Cloud Provider and Consumer Perspective.",cbit_cleaned_proper,22ITE07,CLOUD COMPUTING,3
Chaitanya Bharathi Institute of Technology,,"Introduction: Wireless Networking Trends, Key Wireless Physical Layer Concepts, Multiple Access Technologies -CDMA, FDMA, TDMA, Spread Spectrum technologies, Frequency reuse, Radio Propagation and Modeling, Challenges in Mobile Computing: Resource poorness, Bandwidth, energy etc. Wireless Local Area Networks: IEEE 802.11 Wireless LANs Physical & MAC layer, 802.11 MAC Modes (DCF PCF) IEEE 802.11 standards, Architecture & protocols, Infrastructure vs. Adhoc Modes, Hidden Node & Exposed Terminal Problem, Problems, Fading Effects in Indoor and outdoor WLANs, WLAN Deployment issues , Wireless Cellular Networks: 1G and 2G, 2.5G, 3G, and 4G, Mobile IPv4, Mobile IPv6, TCP over Wireless Networks, Cellular architecture, Frequency reuse, Channel assignment strategies, Handoff strategies, Interference and system capacity, Improving coverage and capacity in cellular systems, Spread spectrum Technologies.5G and 6G Technologies. , WiMAX (Physical layer, Media access control, Mobility and Networking), IEEE 802.22 Wireless Regional Area Networks, IEEE 802.21 Media Independent Handover Overview Wireless Sensor Networks: Introduction, Application, Physical, MAC layer and Network Layer, Power Management, Tiny OS Overview. , Wireless PANs: Bluetooth AND Zigbee, Introduction to Wireless Sensors. Security: Security in wireless Networks Vulnerabilities, Security techniques, Wi-Fi Security, DoS in wireless communication. , Advanced Concepts IEEE 802.11x and IEEE 802.11i standards, Introduction to Vehicular Adhoc Networks",cbit_cleaned_proper,22ITE09,ADVANCED COMPUTER NETWORKS,3
Chaitanya Bharathi Institute of Technology,,"Introduction to Ethical Hacking: Hacking Terminology, The Ethical Hacker, Reconnaissance, Information Gathering for the Ethical Hacker, Foot printing, Passive and Active Foot printing, Foot printing Methods and Tools- Search Engines, Website and E-mail Foot printing, DNS Foot printing, Network Foot printing. , TScanning and Enumeration: TCP/IP Networking, Subnetting, Scanning Methodology, Identifying Targets, Port Scanning, Evasion, Vulnerability Scanning, Enumeration, Sniffing, Network Knowledge for sniffing, Active and Passive Sniffing, Sniffing Tools and Techniques. , Web-Based Hacking: Servers and Applications, Web servers, Attacking Web Applications, Wireless Network Hacking, Wireless Networking, Wireless Terminology, Architecture, and Standards, Wireless Hacking. , Penetration Testing, Categories Of Penetration Test, Black Box, White Box, Fray Box, Types Of Penetration Tests, Report Writing, Structure Of A Penetration Testing Report, Vulnerability Assessment Summary, Risk Assessment, Methodology, Linux Basics. , Remote Exploitation: Attacking Network Remote Services, Common Target Protocols, and Tools of the Trade, Client Side Exploitation, Methods, E-Mails with Malicious Attachments, Post exploitation, Acquiring Situation Awareness, Privilege Escalation, Maintaining Access, Backdoors, MSFPayload/MSFEncode, MSFVenom, Dumping the Hashes.",cbit_cleaned_proper,22CIE07,ETHICAL HACKING,3
Chaitanya Bharathi Institute of Technology,,"Introduction to NLP: Definition, History, NLP in the real world, Approaches to NLP, NLP Pipeline. Language Processing and Python: Computing with Language: Texts and Words, A Closer Look at Python: Texts as Lists of Words, Computing with Language: Simple Statistics. Accessing Text Corpora and Lexical Resources: Accessing Text Corpora, Conditional Frequency. , Basic Vectorization approaches of Text Representation: One-Hot Encoding, Bag of Words, Bag of N-Gram, TF-IDF; Distributed universal text and handcrafted feature Representations, Neural language models, N-gram language model. Processing Raw Text: Accessing Text from the Web and from Disk, Text Processing with Unicode. Categorizing and Tagging Words: Using a Tagger, Tagged Corpora, Mapping Words to Properties Using Python Dictionaries, Automatic Tagging. , Word Embeddings: Count Vector, Frequency based Embedding, Prediction based Embedding,Word2Vec and Glove. Learning to Classify Text: Supervised Classification and Text classification with Machine learning algorithms. , Deep learning for NLP: RNN for language model, Sequence Labelling and Sequence Classification, Encoder- Decoder with RNNs, GRUs and LSTMs for machine translation, Convolutional neural networks for sentence classification and Evolution metrics for NLP. Transformers for NLP: Attention , Transformers and BERT. , Case Study on NLP: Sentiment analysis, Machine translation, Automated speech recognition systems, Question-answering based systems, Topic modelling, Text Generation and Summarization.",cbit_cleaned_proper,22CAE19,NATURAL LANGUAGE PROCESSING,4
Chaitanya Bharathi Institute of Technology,,"Verbal Aptitude: Error Detection, Articles, Prepositions, Tenses, Concord and Transformation of Sentences- Jumbled Words/Sentences - Vocabulary, Synonyms, Antonyms, One Word Substitutes, Idioms and Phrases, Word/Sentence/Text Completion- Reading Comprehension. , Group Discussion & Presentation Skills: Dynamics of Group Discussion-Case Studies- Intervention, Summarizing, Modulation of Voice, Body Language, Relevance, Fluency and Accuracy, Coherence. Elements of Effective Presentation Structure of a Presentation Presentation tools Body language - Preparing an Effective PPT. , Behavioural Skills: Personal strength analysis-Effective Time Management- Goal Setting- Stress management- Corporate Culture Grooming and etiquette-Statement of Purpose (SOP). , Mini Project: Research-Hypothesis-Developing a Questionnaire-Data Collection-Analysis-General and Technical Report - Writing an Abstract Technical Report Writing-Plagiarism-Project Seminar. , Interview Skills: Cover Letter and Rsum writing Structure and Presentation, Planning, Defining the Career Objective, Projecting ones Strengths and Skill-sets Interviews: Concept and Process, Pre-Interview Planning, Opening Strategies, Answering Strategies, Mock Interviews.",cbit_cleaned_proper,22EGC03,EMPLOYABILITY SKILLS,2
Chaitanya Bharathi Institute of Technology,,"Introduction to Computer Vision and Basic Concepts of Image Formation: Introduction and Goals of Computer Vision and Image Processing, Image Formation Concepts, Fundamental Concepts of Image Formation: Radiometry, Geometric Transformations, Geometric Camera Models. , Fundamental Concepts of Image Formation: Camera Calibration, Image Formation in a Stereo Vision Setup, Image Reconstruction from a Series of Projections. Image Processing Concepts: Image Transforms, Image Transforms, Image Enhancement, Image Filtering, Color Image Processing, Image Segmentation. , Image Descriptors and Features: Texture Descriptors, Colour Features, Edges/Boundaries, Object Boundary and Shape Representations, Interest or Corner Point Detectors, Histogram of Oriented Gradients, Scale Invariant Feature Transform, Speeded up Robust Features, Saliency. , Fundamentals of Machine Learning: Linear Regression, Basic Concepts of Decision Functions, Elementary Statistical Decision Theory, Parameter Estimation, Clustering for Knowledge Representation, Dimension Reduction, Linear Discriminant Analysis. , Applications of Computer Vision: Artificial Neural Network for Pattern Classification, Convolutional Neural Networks, Autoencoders, Gesture Recognition, Motion Estimation and Object Tracking, Programming Assignments.",cbit_cleaned_proper,22ADE29,COMPUTER VISION,1
Chaitanya Bharathi Institute of Technology,,"Introduction to DevOps , DevOps Perspective , DevOps and Agile , Team Structure , Coordination , Barriers , The Cloud as a Platform: Features of the Cloud , DevOps Consequences of the Unique Cloud Features , Operations: Operations Services, Scrum, Kanban, and Agile. , Overview GIT and its principal command lines: Installation, Configuration, Vocabulary, Git Command Lines, Understanding the GIT process and Gitflow pattern: Starting with the Git Process, Isolating your code with branches, Branching Strategy with Gitflow. , Continuous Integration and Continuous Delivery: Technical Requirements CI/CD principles, Using a package manager in the CI/CD process, Using Jenkins for CI/CD implementation , Using GitLab CI . , Containerizing your application with Docker: Installing Docker, Creating Docker file, Building and running a container on a local machine, Pushing an Image to Docker Hub, Deploying a container to ACI with CI/CD pipeline. Using Docker for running command Line tools, Introduction to Kubernetes Tools: Docker Compose, Docker Swarm , Getting Started with Docker Composer, Deploying a Docker compose containers in ACI, Installing Kubernetes, First example of Kubernetes application of deployment, Deploying the code: The Puppet master and Puppet agents, Ansible, PalletOps, Deploying with SaltStack, DevOps Best Practices, Tools: Ansible, Saltstack",cbit_cleaned_proper,22ITE11,DEVOPS TOOLS,2
Chaitanya Bharathi Institute of Technology,,"Overview of Predictive Analytics: What Is Predictive Analytics?, Business Intelligence, Predictive Analytics vs. Business Intelligence, Predictive Analytics vs. Statistics, Predictive Analytics vs. Data Mining, Challenges in Using Predictive Analytics. , Descriptive Modeling: Data Preparation Issues with Descriptive Modeling, Principal Component Analysis, Clustering Algorithms, the K-Means Algorithm, the Kohonen SOM Algorithm. Interpreting Descriptive Models: Standard Cluster Model Interpretation, Problems with Interpretation Methods, and Identifying Key Variables in Forming Cluster Models, Cluster Prototypes, and Cluster Outliers. , Predictive Modeling: Decision Trees, Logistic Regression, Neural Networks, K-Nearest Neighbor, Nave Bayes, Regression Models, Linear Regression, Other Regression Algorithms. Assessing Predictive Models: Batch Approach to Model Assessment, Percent Correct Classification, Rank- Ordered Approach to Model Assessment, Assessing Regression Models. , Text Mining: A Predictive Modeling Approach to Text Mining, Structured vs. Unstructured Data, Why Text Mining Is Hard, Data Preparation Steps, Text Mining Features, Modeling with Text Mining Features, Regular Expressions. , Model Deployment: General Deployment Considerations, Sampling Considerations for Rebuilding Models, Champion-Challenger sampling. Case Studies: Survey Analysis Case Study: Overview, Deployment: What-If Analysis, Help Desk Case Study, Revisit Business Understanding.",cbit_cleaned_proper,22ADE23,APPLIED PREDICTIVE ANALYTICS,4
Chaitanya Bharathi Institute of Technology,,"Blockchain Foundations: Overview of distributed systems, Introduction to Blockchain, Generic elements of a blockchain,Features of Blockchain, Applications of Blockchain, Hash Functions and Merkle Trees, Components of Blockchain Ecosystem, Cryptography and Consensus Algorithms; Types of Blockchain, Blockchain Platforms. , Bitcoin Platform: Bitcoin definition, Keys and addresses , Public keys and Private keys in bitcoin, Thetransaction life cycle, The transaction structure, Bitcoin payments, Consensus mechanism in bitcoin, Wallet types, Non-deterministic wallets, Deterministic wallets, Alternative Coins- Namecoin, Litecoin,Zcash. , Permission less Block-chain Ethereum: Introducing Smart Contracts, Ethereum blockchain , The Ethereum stack,Ethereum virtual machine (EVM), Consensus mechanism in Ethereum, The Ethereum network, EthereumDevelopment, Setting up a development environment, Development tools and clients, Applications developed on Ethereum. , Permissioned Blockchain Hyperledger Fabric: Introduction to Hyperledger Fabric, Hyperledger Fabric architecture, Membership services, Hyperledger Projects- Fabric, Sawtooth lake, Iroha , Components of the Fabric,Peers or nodes, Applications on Blockchain, Alternate Blockchains- Ripple, Corda , Case studies using Blockchain: Cross border payments, Know Your Customer (KYC), Food supplychain, Mortgage over Blockchain, Identity on Blockchain, Blockchain in Insurance Industry, Education, Healthcare,realestate management and Metavers.",cbit_cleaned_proper,22CIE53,BLOCKCHAIN TECHNOLOGY,2
Chaitanya Bharathi Institute of Technology,,"Introduction to Autonomous systems: Definition, Characteristics, differences between non autonomous Vs autonomous, Types of vehicles, Introduction to navigation and communication. , Basics of navigation (Aerial and Ground): Different types of flight vehicles; Components and functions of an airplane; Forces acting on Airplane; Physical properties and structure of the atmosphere; Aerodynamics aerofoil nomenclature, aerofoil characteristics, Angle of attack, Mach number, Lift and Drag, Propulsion and airplane structures. , UAV / UGV Elements: Introduction to UAV and UGV, DGCA Classification of UAVs; Types and Characteristics of Drones: Fixed, Multi-rotor, Flight controller Software, MAVLINK protocol, Robot Arm Kinematics and Dynamics, Manipulator Trajectory planning and Motion Control, Robot Sensing, Robotic Operating System, Robotic Programming Languages. , Navigation and guidance: Data Link; Sensors and Payloads: GPS, IMU, Light Detection and Ranging (LiDAR), Imaging cameras, Classification of payload based on applications; Hyper-spectral sensors; Laser Detection and Range (LiDAR); cameras; ultra-sonic detectors; Introduction to navigation systems and types of guidance; Mission Planning and Control, Case studies: Autonomous Obstacle avoidance - Vision, Sonar and LiDAR. , AI Drones: Benefits of Combining AI and Drones, Applications of AI-Powered Drones, Challenges and ethical considerations, Drone Swarm Technologies and Algorithms, Case Studies Drone Swarms, IoT Drones.",cbit_cleaned_proper,22ITE13,UNMANNED AERIAL VEHICLES,2
